site_gaw_id,year,month,day,hour,minute,second,year,month,day,hour,minute,second,value,value_unc,nvalue,latitude,longitude,altitude,elevation,intake_height,flask_no,ORG_QCflag,QCflag,instrument,measurement_method,scale
CGO,1988,6,1,0,0,0,-999,-9,-9,-9,-9,-9,305.968,1.705,304,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,7,1,0,0,0,-999,-9,-9,-9,-9,-9,306.357,1.514,263,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,8,1,0,0,0,-999,-9,-9,-9,-9,-9,306.561,1.617,247,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,9,1,0,0,0,-999,-9,-9,-9,-9,-9,306.597,1.882,324,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,10,1,0,0,0,-999,-9,-9,-9,-9,-9,306.723,1.659,354,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,11,1,0,0,0,-999,-9,-9,-9,-9,-9,306.326,1.669,318,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1988,12,1,0,0,0,-999,-9,-9,-9,-9,-9,306.8,2.027,324,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,1,1,0,0,0,-999,-9,-9,-9,-9,-9,306.537,2.292,248,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,2,1,0,0,0,-999,-9,-9,-9,-9,-9,306.176,1.713,271,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,3,1,0,0,0,-999,-9,-9,-9,-9,-9,306.27,1.802,343,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,4,1,0,0,0,-999,-9,-9,-9,-9,-9,306.581,2.125,334,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,5,1,0,0,0,-999,-9,-9,-9,-9,-9,306.469,2.221,331,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,6,1,0,0,0,-999,-9,-9,-9,-9,-9,306.908,1.332,318,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,7,1,0,0,0,-999,-9,-9,-9,-9,-9,307.007,1.824,322,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,8,1,0,0,0,-999,-9,-9,-9,-9,-9,307.582,1.622,337,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,9,1,0,0,0,-999,-9,-9,-9,-9,-9,307.499,1.705,278,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,10,1,0,0,0,-999,-9,-9,-9,-9,-9,307.673,0.892,352,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,11,1,0,0,0,-999,-9,-9,-9,-9,-9,307.867,0.824,318,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1989,12,1,0,0,0,-999,-9,-9,-9,-9,-9,307.518,0.742,311,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,1,1,0,0,0,-999,-9,-9,-9,-9,-9,307.557,0.713,352,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,2,1,0,0,0,-999,-9,-9,-9,-9,-9,307.522,0.802,275,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,3,1,0,0,0,-999,-9,-9,-9,-9,-9,307.597,0.648,355,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,4,1,0,0,0,-999,-9,-9,-9,-9,-9,307.626,0.706,299,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
